slice_file_name,fsID,start,end,salience,fold,classID,class,duration_sec,relative_audio_path,audio_exists
101729-0-0-3.wav,101729,1.5,5.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-3.wav,True
101729-0-0-32.wav,101729,16.0,20.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-32.wav,True
101729-0-0-33.wav,101729,16.5,20.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-33.wav,True
101729-0-0-36.wav,101729,18.0,22.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-36.wav,True
101729-0-0-37.wav,101729,18.5,22.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-37.wav,True
101729-0-0-38.wav,101729,19.0,23.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-38.wav,True
101729-0-0-39.wav,101729,19.5,23.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-39.wav,True
101729-0-0-4.wav,101729,2.0,6.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-4.wav,True
101729-0-0-40.wav,101729,20.0,24.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-40.wav,True
101729-0-0-6.wav,101729,3.0,7.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-6.wav,True
101729-0-0-9.wav,101729,4.5,8.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-9.wav,True
102102-3-0-0.wav,102102,1.573952,4.673824,2,4,3,dog_bark,3.0998719999999995,UrbanSound8K/audio/fold4/102102-3-0-0.wav,True
102103-3-0-0.wav,102103,1.97603,2.508892,2,10,3,dog_bark,0.532862,UrbanSound8K/audio/fold10/102103-3-0-0.wav,True
102103-3-1-0.wav,102103,4.179637,4.568182,2,10,3,dog_bark,0.3885450000000006,UrbanSound8K/audio/fold10/102103-3-1-0.wav,True
102104-3-0-0.wav,102104,2.429279,3.241121,2,2,3,dog_bark,0.811842,UrbanSound8K/audio/fold2/102104-3-0-0.wav,True
102105-3-0-0.wav,102105,2.041889,6.041888999999999,2,3,3,dog_bark,3.9999999999999996,UrbanSound8K/audio/fold3/102105-3-0-0.wav,True
102106-3-0-0.wav,102106,2.243852,3.884477,2,1,3,dog_bark,1.640625,UrbanSound8K/audio/fold1/102106-3-0-0.wav,True
102842-3-0-1.wav,102842,0.5,4.5,2,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/102842-3-0-1.wav,True
102842-3-1-0.wav,102842,113.061785,117.061785,2,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/102842-3-1-0.wav,True
102842-3-1-5.wav,102842,115.561785,119.561785,2,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/102842-3-1-5.wav,True
102842-3-1-6.wav,102842,116.061785,120.061785,2,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/102842-3-1-6.wav,True
102853-8-0-0.wav,102853,0.0,4.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-0.wav,True
102853-8-0-1.wav,102853,0.5,4.5,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-1.wav,True
102853-8-0-2.wav,102853,1.0,5.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-2.wav,True
102853-8-0-3.wav,102853,1.5,5.5,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-3.wav,True
102853-8-0-4.wav,102853,2.0,6.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-4.wav,True
102853-8-0-5.wav,102853,2.5,6.5,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-5.wav,True
102853-8-0-6.wav,102853,3.0,7.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-6.wav,True
102853-8-1-0.wav,102853,27.214044,31.214044,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-1-0.wav,True
103199-4-1-0.wav,103199,16.097136,17.617205,2,3,4,drilling,1.5200689999999994,UrbanSound8K/audio/fold3/103199-4-1-0.wav,True
103199-4-7-2.wav,103199,52.916188,56.916188,2,3,4,drilling,4.0,UrbanSound8K/audio/fold3/103199-4-7-2.wav,True
103438-5-0-0.wav,103438,0.0,4.0,2,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/103438-5-0-0.wav,True
103438-5-0-1.wav,103438,0.5,4.5,2,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/103438-5-0-1.wav,True
103438-5-0-2.wav,103438,1.0,5.0,2,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/103438-5-0-2.wav,True
104327-2-0-15.wav,104327,7.5,11.5,2,6,2,children_playing,4.0,UrbanSound8K/audio/fold6/104327-2-0-15.wav,True
104327-2-0-19.wav,104327,9.5,13.5,2,6,2,children_playing,4.0,UrbanSound8K/audio/fold6/104327-2-0-19.wav,True
104327-2-0-26.wav,104327,13.0,17.0,2,6,2,children_playing,4.0,UrbanSound8K/audio/fold6/104327-2-0-26.wav,True
104327-2-0-28.wav,104327,14.0,18.0,2,6,2,children_playing,4.0,UrbanSound8K/audio/fold6/104327-2-0-28.wav,True
104327-2-0-3.wav,104327,1.5,5.5,2,6,2,children_playing,4.0,UrbanSound8K/audio/fold6/104327-2-0-3.wav,True
104327-2-0-30.wav,104327,15.0,19.0,2,6,2,children_playing,4.0,UrbanSound8K/audio/fold6/104327-2-0-30.wav,True
104327-2-0-34.wav,104327,17.0,21.0,2,6,2,children_playing,4.0,UrbanSound8K/audio/fold6/104327-2-0-34.wav,True
104327-2-0-4.wav,104327,2.0,6.0,2,6,2,children_playing,4.0,UrbanSound8K/audio/fold6/104327-2-0-4.wav,True
104421-2-0-1.wav,104421,0.5,4.5,2,5,2,children_playing,4.0,UrbanSound8K/audio/fold5/104421-2-0-1.wav,True
104421-2-0-15.wav,104421,7.5,11.5,2,5,2,children_playing,4.0,UrbanSound8K/audio/fold5/104421-2-0-15.wav,True
104421-2-0-20.wav,104421,10.0,14.0,2,5,2,children_playing,4.0,UrbanSound8K/audio/fold5/104421-2-0-20.wav,True
104421-2-0-29.wav,104421,14.5,18.5,2,5,2,children_playing,4.0,UrbanSound8K/audio/fold5/104421-2-0-29.wav,True
104421-2-0-3.wav,104421,1.5,5.5,2,5,2,children_playing,4.0,UrbanSound8K/audio/fold5/104421-2-0-3.wav,True
104421-2-0-5.wav,104421,2.5,6.5,2,5,2,children_playing,4.0,UrbanSound8K/audio/fold5/104421-2-0-5.wav,True
104421-2-0-7.wav,104421,3.5,7.5,2,5,2,children_playing,4.0,UrbanSound8K/audio/fold5/104421-2-0-7.wav,True
105289-8-0-0.wav,105289,26.31554,30.31554,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-0-0.wav,True
105289-8-0-1.wav,105289,26.81554,30.81554,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-0-1.wav,True
105289-8-0-2.wav,105289,27.31554,31.31554,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-0-2.wav,True
105289-8-0-3.wav,105289,27.81554,31.81554,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-0-3.wav,True
105289-8-0-4.wav,105289,28.31554,32.31554,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-0-4.wav,True
105289-8-0-5.wav,105289,28.81554,32.81554,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-0-5.wav,True
105289-8-2-0.wav,105289,53.012464,57.012464,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-2-0.wav,True
105289-8-2-1.wav,105289,53.512464,57.512464,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-2-1.wav,True
105289-8-2-2.wav,105289,54.012464,58.012464,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-2-2.wav,True
105289-8-2-3.wav,105289,54.512464,58.512464,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-2-3.wav,True
105289-8-2-4.wav,105289,55.012464,59.012464,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-2-4.wav,True
105289-8-2-5.wav,105289,55.512464,59.512464,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-2-5.wav,True
105289-8-2-6.wav,105289,56.012464,60.012464,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-2-6.wav,True
105289-8-2-7.wav,105289,56.512464,60.512464,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/105289-8-2-7.wav,True
105319-3-0-22.wav,105319,11.0,15.0,2,6,3,dog_bark,4.0,UrbanSound8K/audio/fold6/105319-3-0-22.wav,True
105319-3-0-29.wav,105319,14.5,18.5,2,6,3,dog_bark,4.0,UrbanSound8K/audio/fold6/105319-3-0-29.wav,True
105319-3-0-39.wav,105319,19.5,23.5,2,6,3,dog_bark,4.0,UrbanSound8K/audio/fold6/105319-3-0-39.wav,True
106905-5-0-0.wav,106905,55.008446,59.008446,2,8,5,engine_idling,4.0,UrbanSound8K/audio/fold8/106905-5-0-0.wav,True
106905-5-0-1.wav,106905,55.508446,59.508446,2,8,5,engine_idling,4.0,UrbanSound8K/audio/fold8/106905-5-0-1.wav,True
106905-5-0-2.wav,106905,56.008446,60.008446,2,8,5,engine_idling,4.0,UrbanSound8K/audio/fold8/106905-5-0-2.wav,True
106905-8-0-0.wav,106905,43.636489,47.636489,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/106905-8-0-0.wav,True
106905-8-0-1.wav,106905,44.136489,48.136489,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/106905-8-0-1.wav,True
106905-8-0-2.wav,106905,44.636489,48.636489,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/106905-8-0-2.wav,True
106905-8-0-3.wav,106905,45.136489,49.136489,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/106905-8-0-3.wav,True
107090-1-0-0.wav,107090,25.500254,26.099176,2,8,1,car_horn,0.5989219999999982,UrbanSound8K/audio/fold8/107090-1-0-0.wav,True
107090-1-1-0.wav,107090,29.715744,30.54502,2,8,1,car_horn,0.8292760000000001,UrbanSound8K/audio/fold8/107090-1-1-0.wav,True
107357-8-0-0.wav,107357,0.0,4.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-0-0.wav,True
107357-8-0-1.wav,107357,0.5,4.5,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-0-1.wav,True
107357-8-0-2.wav,107357,1.0,5.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-0-2.wav,True
107357-8-0-3.wav,107357,1.5,5.5,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-0-3.wav,True
107357-8-0-4.wav,107357,2.0,6.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-0-4.wav,True
107357-8-0-5.wav,107357,2.5,6.5,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-0-5.wav,True
107357-8-0-6.wav,107357,3.0,7.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-0-6.wav,True
107357-8-0-7.wav,107357,3.5,7.5,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-0-7.wav,True
107357-8-0-8.wav,107357,4.0,8.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-0-8.wav,True
107357-8-1-0.wav,107357,159.017232,163.017232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-0.wav,True
107357-8-1-1.wav,107357,159.517232,163.517232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-1.wav,True
107357-8-1-10.wav,107357,164.017232,168.017232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-10.wav,True
107357-8-1-11.wav,107357,164.517232,168.517232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-11.wav,True
107357-8-1-12.wav,107357,165.017232,169.017232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-12.wav,True
107357-8-1-13.wav,107357,165.517232,169.517232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-13.wav,True
107357-8-1-14.wav,107357,166.017232,170.017232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-14.wav,True
107357-8-1-15.wav,107357,166.517232,170.517232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-15.wav,True
107357-8-1-16.wav,107357,167.017232,171.017232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-16.wav,True
107357-8-1-17.wav,107357,167.517232,171.517232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-17.wav,True
107357-8-1-18.wav,107357,168.017232,172.017232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-18.wav,True
107357-8-1-2.wav,107357,160.017232,164.017232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-2.wav,True
107357-8-1-3.wav,107357,160.517232,164.517232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-3.wav,True
107357-8-1-4.wav,107357,161.017232,165.017232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-4.wav,True
107357-8-1-5.wav,107357,161.517232,165.517232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-5.wav,True
107357-8-1-6.wav,107357,162.017232,166.017232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-6.wav,True
107357-8-1-7.wav,107357,162.517232,166.517232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-7.wav,True
107357-8-1-8.wav,107357,163.017232,167.017232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-8.wav,True
107357-8-1-9.wav,107357,163.517232,167.517232,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/107357-8-1-9.wav,True
107653-9-0-12.wav,107653,6.0,10.0,2,4,9,street_music,4.0,UrbanSound8K/audio/fold4/107653-9-0-12.wav,True
107653-9-0-14.wav,107653,7.0,11.0,2,4,9,street_music,4.0,UrbanSound8K/audio/fold4/107653-9-0-14.wav,True
107653-9-0-18.wav,107653,9.0,13.0,2,4,9,street_music,4.0,UrbanSound8K/audio/fold4/107653-9-0-18.wav,True
107653-9-0-3.wav,107653,1.5,5.5,2,4,9,street_music,4.0,UrbanSound8K/audio/fold4/107653-9-0-3.wav,True
107653-9-0-5.wav,107653,2.5,6.5,2,4,9,street_music,4.0,UrbanSound8K/audio/fold4/107653-9-0-5.wav,True
107653-9-0-7.wav,107653,3.5,7.5,2,4,9,street_music,4.0,UrbanSound8K/audio/fold4/107653-9-0-7.wav,True
108187-3-2-0.wav,108187,15.751454,16.246588,2,2,3,dog_bark,0.4951339999999984,UrbanSound8K/audio/fold2/108187-3-2-0.wav,True
108187-3-3-0.wav,108187,18.010504,19.093609,2,2,3,dog_bark,1.0831049999999998,UrbanSound8K/audio/fold2/108187-3-3-0.wav,True
108187-3-4-0.wav,108187,24.911435,26.304,2,2,3,dog_bark,1.3925649999999976,UrbanSound8K/audio/fold2/108187-3-4-0.wav,True
108187-3-6-0.wav,108187,31.5648,33.266824,2,2,3,dog_bark,1.702023999999998,UrbanSound8K/audio/fold2/108187-3-6-0.wav,True
109703-2-0-134.wav,109703,67.0,71.0,2,2,2,children_playing,4.0,UrbanSound8K/audio/fold2/109703-2-0-134.wav,True
109703-2-0-14.wav,109703,7.0,11.0,2,2,2,children_playing,4.0,UrbanSound8K/audio/fold2/109703-2-0-14.wav,True
109703-2-0-153.wav,109703,76.5,80.5,2,2,2,children_playing,4.0,UrbanSound8K/audio/fold2/109703-2-0-153.wav,True
109703-2-0-29.wav,109703,14.5,18.5,2,2,2,children_playing,4.0,UrbanSound8K/audio/fold2/109703-2-0-29.wav,True
109703-2-0-32.wav,109703,16.0,20.0,2,2,2,children_playing,4.0,UrbanSound8K/audio/fold2/109703-2-0-32.wav,True
109703-2-0-48.wav,109703,24.0,28.0,2,2,2,children_playing,4.0,UrbanSound8K/audio/fold2/109703-2-0-48.wav,True
109703-2-0-50.wav,109703,25.0,29.0,2,2,2,children_playing,4.0,UrbanSound8K/audio/fold2/109703-2-0-50.wav,True
110688-3-0-11.wav,110688,5.5,9.5,2,8,3,dog_bark,4.0,UrbanSound8K/audio/fold8/110688-3-0-11.wav,True
110688-3-0-17.wav,110688,8.5,12.5,2,8,3,dog_bark,4.0,UrbanSound8K/audio/fold8/110688-3-0-17.wav,True
110688-3-0-2.wav,110688,1.0,5.0,2,8,3,dog_bark,4.0,UrbanSound8K/audio/fold8/110688-3-0-2.wav,True
110688-3-0-32.wav,110688,16.0,20.0,2,8,3,dog_bark,4.0,UrbanSound8K/audio/fold8/110688-3-0-32.wav,True
112075-5-0-0.wav,112075,8.037355,12.037355,2,3,5,engine_idling,4.0,UrbanSound8K/audio/fold3/112075-5-0-0.wav,True
112075-5-0-1.wav,112075,8.537355,12.537355,2,3,5,engine_idling,4.0,UrbanSound8K/audio/fold3/112075-5-0-1.wav,True
112075-5-0-2.wav,112075,9.037355,13.037355,2,3,5,engine_idling,4.0,UrbanSound8K/audio/fold3/112075-5-0-2.wav,True
113601-9-0-22.wav,113601,36.248352,40.248352,2,5,9,street_music,4.0,UrbanSound8K/audio/fold5/113601-9-0-22.wav,True
113601-9-0-3.wav,113601,26.748352,30.748352,2,5,9,street_music,4.0,UrbanSound8K/audio/fold5/113601-9-0-3.wav,True
113601-9-0-33.wav,113601,41.748352,45.748352,2,5,9,street_music,4.0,UrbanSound8K/audio/fold5/113601-9-0-33.wav,True
113601-9-0-34.wav,113601,42.248352,46.248352,2,5,9,street_music,4.0,UrbanSound8K/audio/fold5/113601-9-0-34.wav,True
113601-9-0-35.wav,113601,42.748352,46.748352,2,5,9,street_music,4.0,UrbanSound8K/audio/fold5/113601-9-0-35.wav,True
113601-9-0-42.wav,113601,46.248352,50.248352,2,5,9,street_music,4.0,UrbanSound8K/audio/fold5/113601-9-0-42.wav,True
115411-3-0-0.wav,115411,4.352579,5.374102,2,7,3,dog_bark,1.0215229999999993,UrbanSound8K/audio/fold7/115411-3-0-0.wav,True
115411-3-2-0.wav,115411,15.322853,18.9426,2,7,3,dog_bark,3.6197469999999985,UrbanSound8K/audio/fold7/115411-3-2-0.wav,True
115411-3-3-0.wav,115411,23.161936,27.161936,2,7,3,dog_bark,4.0,UrbanSound8K/audio/fold7/115411-3-3-0.wav,True
115415-9-0-0.wav,115415,0.599702,4.599702,2,4,9,street_music,4.0,UrbanSound8K/audio/fold4/115415-9-0-0.wav,True
115415-9-0-1.wav,115415,1.099702,5.099702,2,4,9,street_music,4.0,UrbanSound8K/audio/fold4/115415-9-0-1.wav,True
115415-9-0-4.wav,115415,2.599702,6.599702,2,4,9,street_music,3.9999999999999996,UrbanSound8K/audio/fold4/115415-9-0-4.wav,True
115415-9-0-5.wav,115415,3.099702,7.099702,2,4,9,street_music,3.9999999999999996,UrbanSound8K/audio/fold4/115415-9-0-5.wav,True
115415-9-0-6.wav,115415,3.599702,7.599702,2,4,9,street_music,3.9999999999999996,UrbanSound8K/audio/fold4/115415-9-0-6.wav,True
115415-9-0-7.wav,115415,4.099702,8.099702,2,4,9,street_music,4.000000000000001,UrbanSound8K/audio/fold4/115415-9-0-7.wav,True
116163-3-0-0.wav,116163,0.764195,1.036249,2,5,3,dog_bark,0.272054,UrbanSound8K/audio/fold5/116163-3-0-0.wav,True
116163-3-1-0.wav,116163,1.351097,1.757649,2,5,3,dog_bark,0.406552,UrbanSound8K/audio/fold5/116163-3-1-0.wav,True
117536-1-0-0.wav,117536,31.064967,31.640588,2,4,1,car_horn,0.5756210000000017,UrbanSound8K/audio/fold4/117536-1-0-0.wav,True
117889-9-0-12.wav,117889,7.96625,11.96625,2,10,9,street_music,4.000000000000001,UrbanSound8K/audio/fold10/117889-9-0-12.wav,True
117889-9-0-20.wav,117889,11.96625,15.96625,2,10,9,street_music,4.0,UrbanSound8K/audio/fold10/117889-9-0-20.wav,True
117889-9-0-30.wav,117889,16.96625,20.96625,2,10,9,street_music,4.0,UrbanSound8K/audio/fold10/117889-9-0-30.wav,True
117889-9-0-36.wav,117889,19.96625,23.96625,2,10,9,street_music,4.0,UrbanSound8K/audio/fold10/117889-9-0-36.wav,True
117889-9-0-39.wav,117889,21.46625,25.46625,2,10,9,street_music,4.0,UrbanSound8K/audio/fold10/117889-9-0-39.wav,True
117889-9-0-40.wav,117889,21.96625,25.96625,2,10,9,street_music,4.0,UrbanSound8K/audio/fold10/117889-9-0-40.wav,True
118278-4-0-0.wav,118278,0.0,4.0,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-0.wav,True
118278-4-0-1.wav,118278,0.5,4.5,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-1.wav,True
118278-4-0-10.wav,118278,5.0,9.0,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-10.wav,True
118278-4-0-11.wav,118278,5.5,9.5,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-11.wav,True
118278-4-0-12.wav,118278,6.0,10.0,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-12.wav,True
118278-4-0-13.wav,118278,6.5,10.5,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-13.wav,True
118278-4-0-2.wav,118278,1.0,5.0,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-2.wav,True
118278-4-0-3.wav,118278,1.5,5.5,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-3.wav,True
118278-4-0-4.wav,118278,2.0,6.0,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-4.wav,True
118278-4-0-5.wav,118278,2.5,6.5,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-5.wav,True
118278-4-0-6.wav,118278,3.0,7.0,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-6.wav,True
118278-4-0-7.wav,118278,3.5,7.5,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-7.wav,True
118278-4-0-8.wav,118278,4.0,8.0,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-8.wav,True
118278-4-0-9.wav,118278,4.5,8.5,2,10,4,drilling,4.0,UrbanSound8K/audio/fold10/118278-4-0-9.wav,True
118279-8-0-0.wav,118279,0.0,4.0,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-0.wav,True
118279-8-0-1.wav,118279,0.5,4.5,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-1.wav,True
118279-8-0-10.wav,118279,5.0,9.0,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-10.wav,True
118279-8-0-11.wav,118279,5.5,9.5,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-11.wav,True
118279-8-0-12.wav,118279,6.0,10.0,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-12.wav,True
118279-8-0-13.wav,118279,6.5,10.5,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-13.wav,True
118279-8-0-14.wav,118279,7.0,11.0,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-14.wav,True
118279-8-0-2.wav,118279,1.0,5.0,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-2.wav,True
118279-8-0-3.wav,118279,1.5,5.5,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-3.wav,True
118279-8-0-4.wav,118279,2.0,6.0,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-4.wav,True
118279-8-0-5.wav,118279,2.5,6.5,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-5.wav,True
118279-8-0-6.wav,118279,3.0,7.0,2,1,8,siren,4.0,UrbanSound8K/audio/fold1/118279-8-0-6.wav,True
