slice_file_name,fsID,start,end,salience,fold,classID,class,metadata_duration_sec,relative_audio_path,exists,sample_rate,channels,frames,actual_duration_sec,format,subtype,read_error,duration_diff_sec
100852-0-0-15.wav,100852,7.5,11.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-15.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-16.wav,100852,8.0,12.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-16.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-17.wav,100852,8.5,12.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-17.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-18.wav,100852,9.0,13.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-18.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-19.wav,100852,9.5,13.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-19.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-2.wav,100852,1.0,5.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-2.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-20.wav,100852,10.0,14.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-20.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-21.wav,100852,10.5,14.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-21.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-22.wav,100852,11.0,15.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-22.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-23.wav,100852,11.5,15.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-23.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-24.wav,100852,12.0,16.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-24.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-25.wav,100852,12.5,16.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-25.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-26.wav,100852,13.0,17.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-26.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-27.wav,100852,13.5,17.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-27.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-28.wav,100852,14.0,18.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-28.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-29.wav,100852,14.5,18.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-29.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-3.wav,100852,1.5,5.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-3.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-30.wav,100852,15.0,19.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-30.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-4.wav,100852,2.0,6.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-4.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-5.wav,100852,2.5,6.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-5.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-6.wav,100852,3.0,7.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-6.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-7.wav,100852,3.5,7.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-7.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-8.wav,100852,4.0,8.0,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-8.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
100852-0-0-9.wav,100852,4.5,8.5,1,5,0,air_conditioner,4.0,UrbanSound8K/audio/fold5/100852-0-0-9.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
101281-3-0-0.wav,101281,0.341333,4.341333,2,6,3,dog_bark,3.9999999999999996,UrbanSound8K/audio/fold6/101281-3-0-0.wav,True,44100,2,176400,4.0,WAV,PCM_16,,4.440892098500626e-16
101281-3-0-14.wav,101281,7.341333,11.341333,2,6,3,dog_bark,4.000000000000001,UrbanSound8K/audio/fold6/101281-3-0-14.wav,True,44100,2,176400,4.0,WAV,PCM_16,,-8.881784197001252e-16
101281-3-0-5.wav,101281,2.841333,6.8413330000000006,2,6,3,dog_bark,4.0,UrbanSound8K/audio/fold6/101281-3-0-5.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
101382-2-0-10.wav,101382,5.0,9.0,1,10,2,children_playing,4.0,UrbanSound8K/audio/fold10/101382-2-0-10.wav,True,48000,2,192000,4.0,WAV,PCM_16,,0.0
101382-2-0-12.wav,101382,6.0,10.0,1,10,2,children_playing,4.0,UrbanSound8K/audio/fold10/101382-2-0-12.wav,True,48000,2,192000,4.0,WAV,PCM_16,,0.0
101382-2-0-20.wav,101382,10.0,14.0,1,10,2,children_playing,4.0,UrbanSound8K/audio/fold10/101382-2-0-20.wav,True,48000,2,192000,4.0,WAV,PCM_16,,0.0
101382-2-0-21.wav,101382,10.5,14.5,1,10,2,children_playing,4.0,UrbanSound8K/audio/fold10/101382-2-0-21.wav,True,48000,2,192000,4.0,WAV,PCM_16,,0.0
101382-2-0-29.wav,101382,14.5,18.5,1,10,2,children_playing,4.0,UrbanSound8K/audio/fold10/101382-2-0-29.wav,True,48000,2,192000,4.0,WAV,PCM_16,,0.0
101382-2-0-33.wav,101382,16.5,20.5,1,10,2,children_playing,4.0,UrbanSound8K/audio/fold10/101382-2-0-33.wav,True,48000,2,192000,4.0,WAV,PCM_16,,0.0
101382-2-0-42.wav,101382,21.0,25.0,1,10,2,children_playing,4.0,UrbanSound8K/audio/fold10/101382-2-0-42.wav,True,48000,2,192000,4.0,WAV,PCM_16,,0.0
101382-2-0-45.wav,101382,22.5,26.5,1,10,2,children_playing,4.0,UrbanSound8K/audio/fold10/101382-2-0-45.wav,True,48000,2,192000,4.0,WAV,PCM_16,,0.0
101415-3-0-2.wav,101415,1.0,5.0,1,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/101415-3-0-2.wav,True,48000,1,192000,4.0,WAV,PCM_16,,0.0
101415-3-0-3.wav,101415,1.5,5.5,1,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/101415-3-0-3.wav,True,48000,1,192000,4.0,WAV,PCM_16,,0.0
101415-3-0-8.wav,101415,4.0,8.0,1,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/101415-3-0-8.wav,True,48000,1,192000,4.0,WAV,PCM_16,,0.0
101729-0-0-1.wav,101729,0.5,4.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-1.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-11.wav,101729,5.5,9.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-11.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-12.wav,101729,6.0,10.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-12.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-13.wav,101729,6.5,10.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-13.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-14.wav,101729,7.0,11.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-14.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-16.wav,101729,8.0,12.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-16.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-17.wav,101729,8.5,12.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-17.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-18.wav,101729,9.0,13.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-18.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-19.wav,101729,9.5,13.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-19.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-21.wav,101729,10.5,14.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-21.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-22.wav,101729,11.0,15.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-22.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-23.wav,101729,11.5,15.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-23.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-24.wav,101729,12.0,16.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-24.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-26.wav,101729,13.0,17.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-26.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-28.wav,101729,14.0,18.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-28.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-29.wav,101729,14.5,18.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-29.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-3.wav,101729,1.5,5.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-3.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-32.wav,101729,16.0,20.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-32.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-33.wav,101729,16.5,20.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-33.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-36.wav,101729,18.0,22.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-36.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-37.wav,101729,18.5,22.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-37.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-38.wav,101729,19.0,23.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-38.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-39.wav,101729,19.5,23.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-39.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-4.wav,101729,2.0,6.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-4.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-40.wav,101729,20.0,24.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-40.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-6.wav,101729,3.0,7.0,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-6.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101729-0-0-9.wav,101729,4.5,8.5,2,9,0,air_conditioner,4.0,UrbanSound8K/audio/fold9/101729-0-0-9.wav,True,48000,2,192000,4.0,WAVEX,PCM_24,,0.0
101848-9-0-0.wav,101848,0.0,4.0,1,7,9,street_music,4.0,UrbanSound8K/audio/fold7/101848-9-0-0.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
101848-9-0-1.wav,101848,0.5,4.5,1,7,9,street_music,4.0,UrbanSound8K/audio/fold7/101848-9-0-1.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
101848-9-0-2.wav,101848,1.0,5.0,1,7,9,street_music,4.0,UrbanSound8K/audio/fold7/101848-9-0-2.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
101848-9-0-3.wav,101848,1.5,5.5,1,7,9,street_music,4.0,UrbanSound8K/audio/fold7/101848-9-0-3.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
101848-9-0-8.wav,101848,4.0,8.0,1,7,9,street_music,4.0,UrbanSound8K/audio/fold7/101848-9-0-8.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
101848-9-0-9.wav,101848,4.5,8.5,1,7,9,street_music,4.0,UrbanSound8K/audio/fold7/101848-9-0-9.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102102-3-0-0.wav,102102,1.573952,4.673824,2,4,3,dog_bark,3.0998719999999995,UrbanSound8K/audio/fold4/102102-3-0-0.wav,True,44100,2,136705,3.0998866213151928,WAV,PCM_16,,1.4621315193252826e-05
102103-3-0-0.wav,102103,1.97603,2.508892,2,10,3,dog_bark,0.532862,UrbanSound8K/audio/fold10/102103-3-0-0.wav,True,44100,2,23373,0.53,WAV,PCM_16,,-0.00286199999999992
102103-3-1-0.wav,102103,4.179637,4.568182,2,10,3,dog_bark,0.3885450000000006,UrbanSound8K/audio/fold10/102103-3-1-0.wav,True,44100,2,17135,0.3885487528344671,WAV,PCM_16,,3.752834466519417e-06
102104-3-0-0.wav,102104,2.429279,3.241121,2,2,3,dog_bark,0.811842,UrbanSound8K/audio/fold2/102104-3-0-0.wav,True,44100,2,35721,0.81,WAV,PCM_16,,-0.0018419999999998993
102105-3-0-0.wav,102105,2.041889,6.041888999999999,2,3,3,dog_bark,3.9999999999999996,UrbanSound8K/audio/fold3/102105-3-0-0.wav,True,44100,2,176400,4.0,WAV,PCM_16,,4.440892098500626e-16
102106-3-0-0.wav,102106,2.243852,3.884477,2,1,3,dog_bark,1.640625,UrbanSound8K/audio/fold1/102106-3-0-0.wav,True,44100,2,72324,1.64,WAV,PCM_16,,-0.0006250000000000977
102305-6-0-0.wav,102305,0.0,2.61161,1,1,6,gun_shot,2.61161,UrbanSound8K/audio/fold1/102305-6-0-0.wav,True,44100,2,115101,2.61,WAV,PCM_16,,-0.0016100000000003334
102547-3-0-2.wav,102547,1.0,5.0,1,5,3,dog_bark,4.0,UrbanSound8K/audio/fold5/102547-3-0-2.wav,True,48000,1,192000,4.0,WAV,PCM_16,,0.0
102547-3-0-7.wav,102547,3.5,7.5,1,5,3,dog_bark,4.0,UrbanSound8K/audio/fold5/102547-3-0-7.wav,True,48000,1,192000,4.0,WAV,PCM_16,,0.0
102547-3-0-8.wav,102547,4.0,8.0,1,5,3,dog_bark,4.0,UrbanSound8K/audio/fold5/102547-3-0-8.wav,True,48000,1,192000,4.0,WAV,PCM_16,,0.0
102842-3-0-1.wav,102842,0.5,4.5,2,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/102842-3-0-1.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102842-3-1-0.wav,102842,113.061785,117.061785,2,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/102842-3-1-0.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102842-3-1-5.wav,102842,115.561785,119.561785,2,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/102842-3-1-5.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102842-3-1-6.wav,102842,116.061785,120.061785,2,1,3,dog_bark,4.0,UrbanSound8K/audio/fold1/102842-3-1-6.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102853-8-0-0.wav,102853,0.0,4.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-0.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102853-8-0-1.wav,102853,0.5,4.5,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-1.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102853-8-0-2.wav,102853,1.0,5.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-2.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102853-8-0-3.wav,102853,1.5,5.5,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-3.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102853-8-0-4.wav,102853,2.0,6.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-4.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102853-8-0-5.wav,102853,2.5,6.5,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-5.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102853-8-0-6.wav,102853,3.0,7.0,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-0-6.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102853-8-1-0.wav,102853,27.214044,31.214044,2,7,8,siren,4.0,UrbanSound8K/audio/fold7/102853-8-1-0.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-0.wav,102857,0.0,4.0,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-0.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-1.wav,102857,0.5,4.5,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-1.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-10.wav,102857,5.0,9.0,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-10.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-11.wav,102857,5.5,9.5,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-11.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-12.wav,102857,6.0,10.0,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-12.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-13.wav,102857,6.5,10.5,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-13.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-14.wav,102857,7.0,11.0,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-14.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-15.wav,102857,7.5,11.5,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-15.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-16.wav,102857,8.0,12.0,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-16.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-17.wav,102857,8.5,12.5,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-17.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-18.wav,102857,9.0,13.0,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-18.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-19.wav,102857,9.5,13.5,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-19.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-2.wav,102857,1.0,5.0,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-2.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-20.wav,102857,10.0,14.0,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-20.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-21.wav,102857,10.5,14.5,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-21.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-22.wav,102857,11.0,15.0,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-22.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-23.wav,102857,11.5,15.5,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-23.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
102857-5-0-24.wav,102857,12.0,16.0,1,10,5,engine_idling,4.0,UrbanSound8K/audio/fold10/102857-5-0-24.wav,True,44100,2,176400,4.0,WAV,PCM_16,,0.0
